類型代號,基金統編,基金名稱,手續費_累積金額,手續費_比率,交易稅_累積金額,交易稅_比率,經理費_累積金額,經理費_比率,保管費_累積金額,保管費_比率,保證費_累積金額,保證費_比率,其他項費用_累積金額,其他項費用_比率,合計_累積金額,合計_比率
AA1,20092528,第一金店頭市場基金,3705129,0.69%,5678826,1.06%,8571040,1.60%,803364,0.15%,0,0.00%,6493,0.00%,18764852,3.50%
AA2,81593453,第一金全球台商基金,1580777,0.39%,1808524,0.44%,6503115,1.60%,975476,0.24%,0,0.00%,12194,0.00%,10880086,2.68%
AA1,73989002,第一金小型精選基金,3873969,0.57%,6060777,0.89%,10880213,1.60%,1019858,0.15%,0,0.00%,6751,0.00%,21841568,3.21%
AA1,19341318,第一金電子基金,1439768,0.19%,2456569,0.32%,12255755,1.60%,1148799,0.15%,0,0.00%,9249,0.00%,17310140,2.26%
AA2,17612378,第一金亞洲科技基金,974283,0.20%,728578,0.15%,8482401,1.75%,1260233,0.26%,0,0.00%,1911,0.00%,11447406,2.36%
AA1,15739619,第一金大中華基金,2581887,0.36%,4055967,0.56%,11625247,1.60%,1089697,0.15%,0,0.00%,5819,0.00%,19358617,2.66%
AB1,99353151,第一金中概平衡基金,1010511,0.30%,1571554,0.47%,4006896,1.20%,400522,0.12%,0,0.00%,176239,0.05%,7165722,2.15%
AA2,48712350,第一金旗艦基金,1325017,0.45%,1797644,0.61%,5176852,1.75%,710026,0.24%,0,0.00%,9932,0.00%,9019471,3.05%
AG,48892846,第一金全球不動產證券化基金,3532597,0.48%,1198589,0.16%,12785430,1.75%,1680359,0.23%,0,0.00%,21093,0.00%,19218068,2.63%
AA1,48929409,第一金台灣成長基金,3641764,0.71%,5672487,1.10%,8264104,1.60%,826254,0.16%,0,0.00%,5555,0.00%,18410164,3.56%
AA2,10338642,第一金全球大趨勢基金,1537945,0.47%,295525,0.09%,5998919,1.85%,778243,0.24%,0,0.00%,14908,0.00%,8625540,2.66%
AC23,25593418,第一金全球高收益債券基金,0,0.00%,0,0.00%,192712867,1.50%,21840793,0.17%,0,0.00%,26173,0.00%,214579833,1.67%
AA2,25620512,第一金中國世紀基金,8688101,0.37%,4964742,0.21%,42015187,1.80%,5835996,0.25%,0,0.00%,1741992,0.07%,63246018,2.71%
AA2,25652648,第一金亞洲新興市場基金,1708257,0.53%,586950,0.18%,5909629,1.85%,830552,0.26%,0,0.00%,254262,0.08%,9289650,2.91%
AA1,26202396,第一金創新趨勢基金,5043604,0.70%,8382872,1.17%,11484932,1.60%,1148329,0.16%,0,0.00%,7727,0.00%,26067464,3.63%
AC21,26297013,第一金新興市場投資等級債券基金,0,0.00%,0,0.00%,6918471,1.50%,1153077,0.25%,0,0.00%,3834341,0.83%,11905889,2.58%
AA2,26333215,第一金全球品牌基金,1132945,0.72%,156213,0.10%,3143597,2.00%,377237,0.24%,0,0.00%,15728,0.01%,4825720,3.07%
AC21,31887361,第一金全球企業社會責任投資等級債券基金,0,0.00%,0,0.00%,20759533,1.15%,4693473,0.26%,0,0.00%,7315,0.00%,25460321,1.41%
AA2,31909908,第一金全球資源基金,4684162,0.30%,2972889,0.19%,28588349,1.85%,3430599,0.22%,0,0.00%,60944,0.00%,39736943,2.57%
AB1,971080,匯豐安富基金,1013164,0.08%,1845022,0.15%,14433408,1.20%,2104869,0.18%,0,0.00%,145894,0.01%,19542357,1.62%
AA1,76941376,匯豐成功基金,1257538,0.09%,2864700,0.20%,10078654,0.70%,2015752,0.14%,0,0.00%,2662,0.00%,16219306,1.13%
AA1,1031298,匯豐龍鳳基金,3972221,0.11%,7643912,0.21%,43112324,1.20%,4311228,0.12%,0,0.00%,101619,0.00%,59141304,1.65%
AA1,92017794,匯豐龍騰電子基金,3134705,0.16%,5403183,0.28%,23015140,1.20%,2876898,0.15%,0,0.00%,346,0.00%,34430272,1.80%
AD1,92025871,匯豐富泰貨幣市場基金,0,0.00%,0,0.00%,1263007,0.06%,1052512,0.05%,0,0.00%,23833,0.00%,2339352,0.11%
AD1,97993027,匯豐富泰二號貨幣市場基金,0,0.00%,0,0.00%,856236,0.05%,856236,0.05%,0,0.00%,30698,0.00%,1743170,0.10%
AA1,97995664,匯豐中小基金,1208143,0.16%,2365613,0.32%,11010204,1.50%,1027620,0.14%,0,0.00%,686,0.00%,15612266,2.13%
AA1,73987671,匯豐台灣精典基金,931912,0.10%,1850394,0.21%,13423111,1.50%,1163327,0.13%,0,0.00%,694,0.00%,17369438,1.94%
AA2,18031954,匯豐太平洋精典基金,1236740,0.16%,852243,0.11%,13789663,1.80%,1225758,0.16%,0,0.00%,73701,0.01%,17178105,2.24%
AA2,48686374,匯豐金磚動力基金,13867583,0.22%,5243546,0.08%,128071219,2.00%,20491411,0.32%,0,0.00%,2050044,0.03%,169723803,2.65%
AE22,48745129,匯豐五福全球債券組合基金,11927,0.00%,0,0.00%,8550145,1.00%,1111517,0.13%,0,0.00%,130,0.00%,9673719,1.13%
AA2,48784327,匯豐新鑽動力基金,6065776,0.25%,2300497,0.09%,48712056,2.00%,7793924,0.32%,0,0.00%,913361,0.04%,65785614,2.70%
AE21,48865209,匯豐全球趨勢組合基金,1558050,0.09%,28293,0.00%,21792989,1.20%,2360913,0.13%,0,0.00%,4148,0.00%,25744393,1.42%
AA2,48925001,匯豐全球關鍵資源基金,6239874,0.21%,752318,0.03%,53381193,1.80%,8007180,0.27%,0,0.00%,350738,0.01%,68731303,2.32%
AA2,48998019,匯豐全球新富基金,690641,0.21%,158177,0.05%,5841768,1.80%,876254,0.27%,0,0.00%,166569,0.05%,7733409,2.38%
AA2,25500903,匯豐中國動力基金,9316482,0.28%,5170466,0.16%,59193949,1.80%,8221384,0.25%,0,0.00%,1104391,0.03%,83006672,2.52%
AE22,25617919,匯豐雙高收益債券組合基金,37449,0.00%,0,0.00%,19984277,1.00%,2797811,0.14%,0,0.00%,0,0.00%,22819537,1.14%
AA2,25651866,匯豐黃金及礦業股票型基金,2948698,0.39%,217096,0.03%,13682608,1.80%,2052395,0.27%,0,0.00%,204842,0.03%,19105639,2.51%
AC21,25695077,匯豐資源豐富國家債券基金,0,0.00%,0,0.00%,89149025,1.20%,18572709,0.25%,0,0.00%,69354,0.00%,107791088,1.45%
AC23,26286281,匯豐亞洲高收益債券基金,0,0.00%,0,0.00%,39344135,1.50%,5770479,0.22%,0,0.00%,57791,0.00%,45172405,1.72%
AA2,26335699,匯豐拉丁美洲基金,1285281,0.39%,31491,0.01%,6554427,2.00%,983169,0.30%,0,0.00%,87270,0.03%,8941638,2.73%
AC23,26396604,匯豐中國點心高收益債券基金,0,0.00%,0,0.00%,15723250,1.10%,3301942,0.23%,0,0.00%,6330,0.00%,19031522,1.33%
AA2,38482745,匯豐中國A股匯聚基金,1879606,0.06%,123798,0.00%,4442716,0.15%,641727,0.02%,0,0.00%,3964278,0.13%,11052125,0.37%
AA1,77537509,元大寶來多元基金,1993961,0.28%,3328516,0.47%,8439492,1.20%,1054923,0.15%,0,0.00%,162416,0.02%,14979308,2.13%
AA1,974066,元大寶來2001基金,7398512,0.73%,12300066,1.22%,12095759,1.20%,2015975,0.20%,0,0.00%,480,0.00%,33810792,3.36%
AA1,1032058,元大寶來多福基金,9666794,0.18%,18496938,0.34%,82064261,1.50%,8206415,0.15%,0,0.00%,153134,0.00%,118587542,2.17%
AA1,92001765,元大寶來多多基金,4635684,0.33%,7355208,0.52%,24607855,1.75%,2109246,0.15%,0,0.00%,152366,0.01%,38860359,2.76%
AA1,92004566,元大寶來績效基金,4787247,0.49%,8198487,0.83%,14763790,1.50%,1377926,0.14%,0,0.00%,470,0.00%,29127920,2.96%
AD1,92017204,元大寶來得利貨幣市場基金,0,0.00%,0,0.00%,10437689,0.10%,3929599,0.04%,0,0.00%,71649,0.00%,14438937,0.14%
AA1,92026219,元大寶來卓越基金,15954157,0.35%,25852164,0.57%,72813384,1.60%,5461014,0.12%,0,0.00%,610,0.00%,120081329,2.64%
AA1,20080023,元大寶來店頭基金,6437767,0.32%,10820114,0.54%,32167994,1.60%,3015746,0.15%,0,0.00%,527,0.00%,52442148,2.61%
AD1,20081331,元大寶來萬泰貨幣市場基金,0,0.00%,0,0.00%,52552314,0.07%,24399294,0.03%,0,0.00%,760708,0.00%,77712316,0.10%
AA1,81584335,元大寶來高科技基金,13251168,0.36%,21876621,0.59%,59577140,1.60%,5585351,0.15%,0,0.00%,420,0.00%,100290700,2.69%
AA1,83863951,元大寶來經貿基金,7747785,0.36%,13235676,0.61%,34754079,1.60%,3258187,0.15%,0,0.00%,550,0.00%,58996277,2.72%
AA1,17139204,元大寶來新主流基金,16883196,0.35%,29315696,0.61%,76316463,1.60%,7154660,0.15%,0,0.00%,690,0.00%,129670705,2.72%
AA1,17145070,元大寶來矽谷基金,1457222,0.34%,2424205,0.57%,6433656,1.50%,600465,0.14%,0,0.00%,390,0.00%,10915938,2.55%
AA2,17612481,元大寶來全球通訊基金,917881,0.29%,284972,0.09%,5507380,1.75%,818239,0.26%,0,0.00%,902,0.00%,7529374,2.39%
AA1,18036281,元大寶來巴菲特基金,3809268,0.30%,6800788,0.54%,20302666,1.60%,1903389,0.15%,0,0.00%,430,0.00%,32816541,2.59%
AD1,13530495,元大寶來得寶貨幣市場基金,0,0.00%,0,0.00%,20060260,0.07%,8597267,0.03%,0,0.00%,392846,0.00%,29050373,0.10%
AB1,98636553,元大寶來雙盈基金,874751,0.19%,1524552,0.33%,4623095,1.00%,462319,0.10%,0,0.00%,3926,0.00%,7488643,1.62%
AA1,14542287,元大寶來精準中小基金,2106847,0.38%,3643735,0.67%,8761357,1.60%,821368,0.15%,0,0.00%,530,0.00%,15333837,2.80%
AA2,14696466,元大寶來全球成長基金,1328301,0.52%,153038,0.06%,4488503,1.75%,666879,0.26%,0,0.00%,3223,0.00%,6639944,2.59%
AH1,98764389,元大寶來台灣卓越50基金,12785223,0.02%,20731509,0.02%,269110569,0.32%,29433961,0.04%,0,0.00%,59132314,0.07%,391193576,0.47%
AI1,99346928,元大寶來台灣加權股價指數基金,5240202,0.15%,11871587,0.35%,23959235,0.70%,3425338,0.10%,0,0.00%,637547,0.02%,45133909,1.32%
AE23,99967974,元大寶來全球ETF穩健組合基金,6635528,0.72%,9384,0.00%,10820934,1.18%,1544031,0.17%,0,0.00%,370,0.00%,19010247,2.07%
AG,21718388,元大寶來全球不動產證券化基金,30691580,0.40%,1203035,0.02%,136572172,1.80%,18968364,0.25%,0,0.00%,34100,0.00%,187469251,2.47%
AA2,48708243,元大寶來亞太成長基金,14895189,0.69%,3379969,0.16%,38659356,1.80%,5584138,0.26%,0,0.00%,340687,0.02%,62859339,2.93%
AA2,48753324,元大寶來泛歐成長基金,4327067,0.52%,613977,0.07%,15117701,1.80%,2183664,0.26%,0,0.00%,130180,0.02%,22372589,2.66%
AE21,48760113,元大寶來全球新興市場精選組合基金,1632314,0.10%,33847,0.00%,20124775,1.18%,2219849,0.13%,0,0.00%,860407,0.05%,24871192,1.46%
AH1,48772770,元大寶來台灣中型100基金,319924,0.05%,517998,0.08%,2683252,0.40%,234776,0.04%,0,0.00%,957329,0.14%,4713279,0.70%
AE21,48789815,元大寶來全球ETF成長組合基金,4550657,0.49%,19267,0.00%,11130003,1.20%,1298497,0.14%,0,0.00%,0,0.00%,16998424,1.83%
AA2,48832550,元大寶來亞洲台資企業基金,1967824,0.41%,2300837,0.47%,8727838,1.80%,1212203,0.25%,0,0.00%,669389,0.14%,14878091,3.07%
AC22,48849362,元大寶來全球滿意入息基金,498279,0.10%,3293,0.00%,7542437,1.47%,1027004,0.20%,0,0.00%,640,0.00%,9071653,1.77%
AG,48885346,元大寶來全球地產建設入息基金,6737493,0.39%,734700,0.04%,30102358,1.75%,4300314,0.25%,0,0.00%,265087,0.02%,42139952,2.45%
AH1,48903175,元大寶來台灣金融基金,279435,0.01%,538162,0.02%,12110289,0.40%,1059640,0.04%,0,0.00%,2837390,0.09%,16824916,0.56%
AH1,48903180,元大寶來台商收成基金,144762,0.02%,235797,0.04%,2440548,0.40%,213545,0.04%,0,0.00%,1852539,0.30%,4887191,0.80%
AH1,48903196,元大寶來台灣電子科技基金,138560,0.02%,229607,0.03%,3149565,0.40%,275589,0.04%,0,0.00%,624545,0.08%,4417866,0.56%
AA2,48952816,元大寶來全球公用能源效率基金,4551667,0.40%,568398,0.05%,20245757,1.80%,2924382,0.26%,0,0.00%,258278,0.02%,28548482,2.54%
AH1,48966213,元大寶來台灣高股息基金,3360997,0.10%,5517019,0.17%,13290161,0.40%,1162883,0.04%,0,0.00%,2060377,0.06%,25391437,0.76%
AH1,10342511,元大寶來新台灣基金,22855,0.01%,37701,0.02%,950376,0.40%,83142,0.03%,0,0.00%,1572411,0.66%,2666485,1.12%
AA2,10348058,元大寶來全球農業商機基金,3363605,0.45%,161606,0.02%,14878417,2.00%,2176028,0.29%,0,0.00%,394939,0.05%,20974595,2.82%
AA2,25520400,元大寶來新中國基金,11650918,0.95%,5592039,0.45%,22182591,1.80%,3204155,0.26%,0,0.00%,10721897,0.87%,53351600,4.33%
AI2,25591306,元大寶來大中華價值指數基金,626722,0.07%,344283,0.04%,8527825,1.00%,1364457,0.16%,0,0.00%,839245,0.10%,11702532,1.37%
AH2,25610486,元大寶來標智滬深300基金,9285399,0.04%,5865,0.00%,78134177,0.30%,26044732,0.10%,0,0.00%,300030,0.00%,113770203,0.44%
AA2,25622390,元大寶來印度基金,4159596,0.68%,469080,0.08%,11076380,1.80%,1722992,0.28%,0,0.00%,752636,0.12%,18180684,2.95%
AE22,25638920,元大寶來全球靈活配置債券組合基金,1461428,0.17%,1986,0.00%,9493119,1.13%,1243582,0.15%,0,0.00%,1480,0.00%,12201595,1.46%
AA2,25643156,元大寶來新興亞洲基金,7844549,0.80%,3106154,0.32%,19631558,2.00%,2750752,0.28%,0,0.00%,262163,0.03%,33595176,3.42%
AA2,25680222,元大寶來新興亞洲龍頭基金,1197265,0.31%,322371,0.08%,6878763,1.80%,955370,0.25%,0,0.00%,885370,0.23%,10239139,2.68%
AC21,25684830,元大寶來全球短期收益基金,0,0.00%,0,0.00%,1266099,0.48%,369020,0.14%,0,0.00%,3478,0.00%,1638597,0.62%
AI2,26203825,元大寶來印度指數基金,339311,0.09%,59365,0.02%,4777178,1.25%,611479,0.16%,0,0.00%,2629440,0.69%,8416773,2.20%
AI2,26203846,元大寶來印尼指數基金,364837,0.10%,176433,0.05%,4417975,1.25%,565502,0.16%,0,0.00%,313999,0.09%,5838746,1.65%
AI2,26203851,元大寶來巴西指數基金,254454,0.03%,47545,0.01%,11019634,1.25%,1763147,0.20%,0,0.00%,473022,0.05%,13557802,1.54%
AA2,26206323,元大寶來華夏中小基金,25978021,0.97%,13210592,0.49%,48371516,1.80%,6986997,0.26%,0,0.00%,5760954,0.21%,100308080,3.73%
AH1,26282102,元大寶來富櫃50基金,239078,0.04%,388282,0.07%,2344389,0.40%,205127,0.04%,0,0.00%,337271,0.06%,3514147,0.60%
AE22,26283518,元大寶來新興市場債券組合基金,303971,0.05%,1778,0.00%,9878640,1.50%,921980,0.14%,0,0.00%,890,0.00%,11107259,1.69%
AC21,26297576,元大寶來全球國富債券基金,47688,0.01%,0,0.00%,7690834,1.20%,1602268,0.25%,0,0.00%,-569975,-0.09%,8770815,1.37%
AH1,26306553,元大寶來摩臺基金,309448,0.01%,241146,0.01%,6366810,0.30%,742800,0.04%,0,0.00%,1236099,0.06%,8896303,0.42%
AI1,26307568,元大寶來台股指數基金,1094355,0.09%,2617384,0.20%,15330134,1.20%,1916262,0.15%,0,0.00%,326909,0.03%,21285044,1.67%
AA2,26326707,元大寶來新興市場ESG策略基金,936726,0.49%,301737,0.16%,6014900,3.13%,910510,0.47%,0,0.00%,784515,0.41%,8948388,4.66%
AC23,26394367,元大寶來中國高收益點心債券基金,0,0.00%,0,0.00%,2373047,0.80%,738113,0.25%,0,0.00%,82,0.00%,3111242,1.05%
AB2,31830473,元大寶來中國平衡基金,947803,0.23%,422867,0.10%,6258836,1.50%,1043144,0.25%,0,0.00%,5428161,1.30%,14100811,3.38%
AH2,31830488,元大寶來上證50基金,3809681,0.12%,480663,0.01%,35458659,1.08%,3284758,0.10%,0,0.00%,9311040,0.28%,52344801,1.59%
AI2,31931789,元大寶來亞太政府公債指數基金,0,0.00%,0,0.00%,38953539,0.64%,10540351,0.17%,0,0.00%,14015001,0.23%,63508891,1.04%
AA1,92019786,景順潛力基金,7682242,0.27%,12891594,0.45%,45739115,1.60%,4002155,0.14%,0,0.00%,630,0.00%,70315736,2.46%
AD1,92025942,景順貨幣市場基金,0,0.00%,0,0.00%,2523681,0.10%,883345,0.04%,0,0.00%,16039,0.00%,3423065,0.14%
AA2,97993482,景順全球科技基金,3467466,0.20%,2407783,0.14%,30046547,1.75%,4292351,0.25%,0,0.00%,68783,0.00%,40282930,2.35%
AA1,73989256,景順台灣科技基金,3367419,0.34%,5544256,0.57%,15656745,1.60%,1369974,0.14%,0,0.00%,200,0.00%,25938594,2.65%
AA1,17140568,景順主流基金,2468713,0.28%,3971111,0.45%,14123341,1.60%,1235795,0.14%,0,0.00%,360,0.00%,21799320,2.47%
AB1,17606713,景順平衡基金,777907,0.28%,1299914,0.47%,3288073,1.20%,328806,0.12%,0,0.00%,8643,0.00%,5703343,2.08%
AA2,14687516,景順全球康健基金,668627,0.13%,226563,0.05%,8974648,1.80%,847607,0.17%,0,0.00%,780,0.00%,10718225,2.15%
AA1,15588302,景順台灣精選成長基金,575397,0.14%,968259,0.23%,6763760,1.60%,634107,0.15%,0,0.00%,300,0.00%,8941823,2.11%
AA1,92003102,瀚亞高科技基金,7335376,0.41%,11112574,0.62%,26937042,1.50%,2604976,0.15%,0,0.00%,100270,0.01%,48090238,2.68%
AA1,92012572,瀚亞外銷基金,8041199,0.19%,12633541,0.30%,67393936,1.60%,6318185,0.15%,0,0.00%,400,0.00%,94387261,2.24%
AA1,97990696,瀚亞菁華基金,3185139,0.31%,4766938,0.47%,16219113,1.60%,1520547,0.15%,0,0.00%,330,0.00%,25692067,2.53%
AA1,81595924,瀚亞中小型股基金,2723365,0.24%,4366408,0.38%,22000424,1.90%,2018435,0.17%,0,0.00%,655,0.00%,31109287,2.69%
AD1,83867345,瀚亞威寶貨幣市場基金,0,0.00%,0,0.00%,39532810,0.07%,16942622,0.03%,0,0.00%,603738,0.00%,57079170,0.10%
AA1,17603899,瀚亞電通網基金,2183073,0.30%,3411567,0.46%,11794902,1.60%,1105778,0.15%,0,0.00%,260,0.00%,18495580,2.51%
AA2,17611814,瀚亞歐洲基金,1608487,0.11%,1127220,0.07%,26444967,1.75%,4533429,0.30%,0,0.00%,0,0.00%,33714103,2.23%
AB1,18036769,瀚亞理財通基金,4847600,0.11%,6997665,0.16%,51261250,1.20%,5126118,0.12%,0,0.00%,91300,0.00%,68323933,1.60%
AA2,14692623,瀚亞美國高科技基金,425542,0.09%,42254,0.01%,8035953,1.75%,1285762,0.28%,0,0.00%,0,0.00%,9789511,2.13%
AE23,99967806,瀚亞質量精選組合基金,3496099,0.17%,124726,0.01%,19741043,0.96%,2670539,0.13%,0,0.00%,297,0.00%,26032704,1.27%
AA2,21704130,瀚亞印度基金,23820529,0.25%,9674552,0.10%,144462783,1.50%,25040202,0.26%,0,0.00%,992404,0.01%,203990470,2.12%
AA2,48733897,瀚亞亞太高股息基金,1415560,0.11%,1064198,0.09%,21883049,1.75%,3751366,0.30%,0,0.00%,147535,0.01%,28261708,2.26%
AE22,48801000,瀚亞精選傘型基金之債券精選組合基金,2724333,0.04%,34608,0.00%,60561775,0.90%,8774448,0.13%,0,0.00%,0,0.00%,72095164,1.07%
AE21,48801016,瀚亞精選傘型基金之趨勢精選組合基金,346822,0.09%,20614,0.01%,3906070,0.97%,525821,0.13%,0,0.00%,1110,0.00%,4800437,1.19%
AG,48836541,瀚亞亞太不動產證券化基金,13003265,0.28%,3477330,0.07%,81144838,1.75%,12055810,0.26%,0,0.00%,361818,0.01%,110043061,2.37%
AA2,48885958,瀚亞亞太基礎建設基金,2172802,0.11%,1609237,0.08%,33665350,1.75%,5001715,0.26%,0,0.00%,318286,0.02%,42767390,2.22%
AA2,10310200,瀚亞全球綠色金脈基金,209609,0.04%,5630,0.00%,10714760,2.00%,1285769,0.24%,0,0.00%,117784,0.02%,12333552,2.30%
AA2,10357632,瀚亞非洲基金,2011132,0.18%,1395665,0.12%,22532540,2.00%,3605199,0.32%,0,0.00%,0,0.00%,29544536,2.62%
AA2,25633559,瀚亞巴西基金,4123569,0.14%,611700,0.02%,57604540,2.00%,7488586,0.26%,0,0.00%,5420,0.00%,69833815,2.42%
AC23,26257384,瀚亞全球高收益債券基金,0,0.00%,0,0.00%,275147638,1.50%,31183391,0.17%,0,0.00%,0,0.00%,306331029,1.67%
AA2,26384902,瀚亞中國基金,674898,0.07%,1114231,0.11%,18271720,1.80%,2639229,0.26%,0,0.00%,112292,0.01%,22812370,2.25%
AC21,31835499,瀚亞新興亞洲當地貨幣債券基金,0,0.00%,0,0.00%,28785843,1.60%,4137959,0.23%,0,0.00%,196985,0.01%,33120787,1.84%
AC23,31902573,瀚亞縱橫全球高收益債券基金,0,0.00%,0,0.00%,65884302,1.50%,10102269,0.23%,0,0.00%,0,0.00%,75986571,1.73%
AC21,31999540,瀚亞新興南非蘭特債券基金,0,0.00%,0,0.00%,8019101,0.21%,952268,0.02%,0,0.00%,0,0.00%,8971369,0.24%
AA1,1032183,保德信高成長基金,15409578,0.25%,26123483,0.42%,74722016,1.20%,9340236,0.15%,0,0.00%,217522,0.00%,125812835,2.02%
AA1,92013967,保德信金滿意基金,4034283,0.07%,6526065,0.12%,87697113,1.60%,8221610,0.15%,0,0.00%,4301,0.00%,106483372,1.94%
AA2,92029139,保德信亞太基金,4511019,0.32%,2657452,0.19%,24925524,1.75%,3703220,0.26%,0,0.00%,1990199,0.14%,37787414,2.65%
AD1,97978047,保德信貨幣市場基金,0,0.00%,0,0.00%,16618434,0.17%,5035883,0.05%,0,0.00%,50649,0.00%,21704966,0.22%
AA1,97988636,保德信店頭市場基金,7717293,0.36%,13273001,0.62%,34422029,1.60%,3227060,0.15%,0,0.00%,102288,0.00%,58741671,2.73%
AC12,20089122,保德信瑞騰基金,0,0.00%,0,0.00%,9468081,0.30%,2840417,0.09%,0,0.00%,43095,0.00%,12351593,0.39%
AA1,20097447,保德信第一基金,3628757,0.37%,5953811,0.60%,15772458,1.60%,1478665,0.15%,0,0.00%,46833,0.00%,26880524,2.73%
AA1,73990649,保德信科技島基金,8003261,0.44%,12985272,0.71%,29249311,1.60%,2742127,0.15%,0,0.00%,105400,0.01%,53085371,2.90%
AA2,73998065,保德信大中華基金,10184377,0.29%,8893869,0.26%,60475862,1.75%,8984998,0.26%,0,0.00%,5841776,0.17%,94380882,2.73%
AA1,83866508,保德信中小型股基金,8314104,0.39%,13694830,0.64%,34475247,1.60%,3232064,0.15%,0,0.00%,760,0.00%,59717005,2.77%
AA1,17602625,保德信新世紀基金,803541,0.05%,1531653,0.10%,23449310,1.60%,2198373,0.15%,0,0.00%,742,0.00%,27983619,1.91%
AB1,18044064,保德信金平衡基金,1412190,0.22%,2330149,0.36%,7871505,1.20%,787164,0.12%,0,0.00%,119684,0.02%,12520692,1.91%
AA1,13528977,保德信台商全方位基金,4882659,0.35%,8318309,0.59%,22625574,1.60%,2121146,0.15%,0,0.00%,66592,0.00%,38014280,2.69%
AA2,14692638,保德信全球醫療生化基金,7587131,0.15%,678536,0.01%,89461816,1.80%,13419263,0.27%,0,0.00%,19867412,0.40%,131014158,2.64%
AA2,98755451,保德信全球中小基金,2519549,0.30%,1354477,0.16%,15166476,1.80%,2274970,0.27%,0,0.00%,1646214,0.20%,22961686,2.72%
AE21,99611329,保德信全球組合基金,836844,0.26%,8990,0.00%,3274366,1.00%,425675,0.13%,0,0.00%,1725480,0.53%,6271355,1.92%
AA2,48745042,保德信日本基金,1000018,0.28%,0,0.00%,6506710,1.80%,867569,0.24%,0,0.00%,465258,0.13%,8839555,2.45%
AE23,48803942,保德信新興趨勢組合基金,3234052,0.17%,33686,0.00%,22831793,1.20%,2674432,0.14%,0,0.00%,9594567,0.50%,38368530,2.01%
