類型代號,基金統編,基金名稱,手續費_累積金額,手續費_比率,交易稅_累積金額,交易稅_比率,經理費_累積金額,經理費_比率,保管費_累積金額,保管費_比率,保證費_累積金額,保證費_比率,其他項費用_累積金額,其他項費用_比率,合計_累積金額,合計_比率
AE22,48745129,匯豐五福全球債券組合基金,69912,0.00%,0,0.00%,34885949,1.00%,4535171,0.13%,0,0.00%,9440,0.00%,39500472,1.13%
AA2,48784327,匯豐新鑽動力基金,23722428,0.55%,8700161,0.20%,86038994,2.00%,13766255,0.32%,0,0.00%,5493590,0.13%,137721428,3.20%
AE21,48865209,匯豐全球趨勢組合基金,6743680,0.24%,256645,0.01%,33298592,1.20%,3607345,0.13%,0,0.00%,372,0.00%,43906634,1.58%
AA2,48925001,匯豐全球關鍵資源基金,13212626,0.26%,3144406,0.06%,89748601,1.80%,13462295,0.27%,0,0.00%,1211174,0.02%,120779102,2.42%
AA2,48998019,匯豐全球新富基金,2565774,0.30%,718662,0.08%,15507526,1.80%,2326127,0.27%,0,0.00%,533838,0.06%,21651927,2.51%
AB2,10341999,匯豐聚富積極平衡基金,697321,0.16%,248390,0.06%,7128842,1.60%,1069315,0.24%,0,0.00%,251400,0.06%,9395268,2.11%
AB2,10342012,匯豐聚富穩健平衡基金,1013793,0.09%,513990,0.05%,15972088,1.40%,2738068,0.24%,0,0.00%,324729,0.03%,20562668,1.80%
AA2,25500903,匯豐中國動力基金,9725561,0.25%,5049619,0.13%,70173068,1.80%,9746273,0.25%,0,0.00%,99097,0.00%,94793618,2.43%
AE22,25617919,匯豐雙高收益債券組合基金,0,0.00%,0,0.00%,84409349,1.00%,11817313,0.14%,0,0.00%,20249,0.00%,96246911,1.14%
AA2,25651866,匯豐黃金及礦業股票型基金,14351338,0.39%,3786868,0.10%,50169770,1.35%,7525475,0.20%,0,0.00%,3732042,0.10%,79565493,2.14%
AC21,25695077,匯豐資源豐富國家債券基金,0,0.00%,0,0.00%,42563295,0.47%,8934754,0.10%,0,0.00%,28870632,0.32%,80368681,0.88%
AA1,77537509,元大多元基金,1351118,0.21%,2301108,0.35%,7810602,1.20%,976316,0.15%,0,0.00%,482313,0.07%,12921457,1.99%
AA1,1032058,元大多福基金,16639303,0.21%,30827324,0.39%,117570310,1.50%,11757025,0.15%,0,0.00%,153796,0.00%,176947758,2.26%
AA1,92001765,元大多多基金,5376530,0.21%,10158070,0.40%,44443678,1.75%,3809465,0.15%,0,0.00%,152494,0.01%,63940237,2.52%
AA1,92026219,元大卓越基金,6860483,0.13%,13128053,0.25%,83206822,1.60%,6240508,0.12%,0,0.00%,751722,0.01%,110187588,2.12%
AA1,20080023,元大店頭基金,7960922,0.21%,14643839,0.39%,59669044,1.60%,5593979,0.15%,0,0.00%,431070,0.01%,88298854,2.37%
AD1,20081331,元大萬泰貨幣市場基金,0,0.00%,0,0.00%,33718774,0.07%,12042425,0.03%,0,0.00%,510160,0.00%,46271359,0.10%
AA1,81584335,元大高科技基金,17382498,0.32%,29659798,0.54%,87627240,1.60%,8215055,0.15%,0,0.00%,772125,0.01%,143656716,2.62%
AA1,83863951,元大經貿基金,6948388,0.21%,12686507,0.39%,52547110,1.60%,4926297,0.15%,0,0.00%,358031,0.01%,77466333,2.36%
AA1,17139204,元大新主流基金,12735498,0.16%,24676955,0.31%,127097088,1.60%,11915354,0.15%,0,0.00%,230,0.00%,176425125,2.22%
AA2,17612481,元大全球通訊基金,7437447,1.64%,478456,0.11%,7941826,1.75%,1179929,0.26%,0,0.00%,6509,0.00%,17044167,3.76%
AA1,18036281,元大巴菲特基金,4198083,0.21%,7626303,0.38%,32177439,1.60%,3016634,0.15%,0,0.00%,180,0.00%,47018639,2.34%
AB1,98636553,元大雙盈基金,1247853,0.26%,2157193,0.45%,4802662,1.00%,480253,0.10%,0,0.00%,6530,0.00%,8694491,1.81%
AA2,14696466,元大全球成長基金,5635201,1.75%,580173,0.18%,5631571,1.75%,836686,0.26%,0,0.00%,13598,0.00%,12697229,3.95%
AE23,21752548,元大全球組合基金,2889980,0.54%,133454,0.03%,5314666,1.00%,797200,0.15%,0,0.00%,6666,0.00%,9141966,1.72%
AA2,48708243,元大亞太成長基金,78880674,2.28%,4165147,0.12%,62279048,1.80%,8995881,0.26%,0,0.00%,1144740,0.03%,155465490,4.49%
AA2,48753324,元大泛歐成長基金,8494060,0.74%,0,0.00%,20734308,1.80%,2994966,0.26%,0,0.00%,147962,0.01%,32371296,2.81%
AC22,48849362,元大全球滿意入息基金,2045058,0.18%,0,0.00%,17032709,1.50%,2271015,0.20%,0,0.00%,54164,0.00%,21402946,1.88%
AG,48885346,元大全球地產建設入息基金,25669890,0.94%,239643,0.01%,48041933,1.75%,6863133,0.25%,0,0.00%,292858,0.01%,81107457,2.95%
AA2,48952816,元大全球公用能源效率基金,14939988,0.49%,1516125,0.05%,55133407,1.80%,7963724,0.26%,0,0.00%,199997,0.01%,79753241,2.60%
AA2,10348058,元大全球資源傘型基金之元大全球農業商機基金,8572712,1.38%,24483,0.00%,11455447,1.85%,1671875,0.27%,0,0.00%,252729,0.04%,21977246,3.55%
AA2,25520400,元大新中國基金,16344762,0.78%,3537338,0.17%,37908600,1.80%,5475676,0.26%,0,0.00%,59205,0.00%,63325581,3.01%
AA2,25622390,元大印度基金,28992867,1.98%,0,0.00%,26388325,1.80%,4104865,0.28%,0,0.00%,1438242,0.10%,60924299,4.16%
AA2,25643156,元大新興亞洲基金,66350090,2.07%,3140695,0.10%,58188866,1.82%,8146445,0.25%,0,0.00%,349530,0.01%,136175626,4.26%
AC21,25684830,元大全球短期收益基金,2522988,0.07%,0,0.00%,10317042,0.28%,2894138,0.08%,0,0.00%,91,0.00%,15734259,0.43%
AA2,26206323,元大華夏中小基金,6605106,0.12%,0,0.00%,19989792,0.37%,2887412,0.05%,0,0.00%,0,0.00%,29482310,0.55%
AA1,92019786,景順潛力基金,18603722,0.52%,27958601,0.79%,56937706,1.60%,4982054,0.14%,0,0.00%,450,0.00%,108482533,3.05%
AD1,92025942,景順貨幣市場基金,0,0.00%,0,0.00%,3916996,0.10%,1370957,0.04%,0,0.00%,38045,0.00%,5325998,0.14%
AA2,97993482,景順全球科技基金,3039155,0.15%,1307271,0.07%,34401050,1.75%,4914433,0.25%,0,0.00%,11811,0.00%,43673720,2.22%
AA1,73989256,景順台灣科技基金,10429747,0.89%,15190902,1.30%,18727703,1.60%,1638675,0.14%,0,0.00%,330,0.00%,45987357,3.93%
AA1,17140568,景順主流基金,5593384,0.49%,8132613,0.72%,18158609,1.60%,1588878,0.14%,0,0.00%,420,0.00%,33473904,2.95%
AB1,17606713,景順平衡基金,1012373,0.24%,1606070,0.38%,5020669,1.20%,502081,0.12%,0,0.00%,11390,0.00%,8152583,1.95%
AA2,14687516,景順全球康健基金,419088,0.10%,157437,0.04%,7325385,1.80%,691831,0.17%,0,0.00%,22623,0.01%,8616364,2.12%
AA1,15588302,景順台灣精選成長基金,2307227,0.46%,3510553,0.70%,8040725,1.60%,753809,0.15%,0,0.00%,5530,0.00%,14617844,2.91%
AA1,92003102,保誠高科技基金,12227114,0.53%,18897269,0.82%,34375474,1.50%,3200039,0.14%,0,0.00%,100320,0.00%,68800216,3.00%
AA1,92012572,保誠外銷基金,23759043,0.42%,37647374,0.66%,90976277,1.60%,8529029,0.15%,0,0.00%,350,0.00%,160912073,2.83%
AA1,97978102,保誠掌櫃基金,4275988,0.64%,6662050,0.99%,10714254,1.60%,870526,0.13%,0,0.00%,190,0.00%,22523008,3.36%
AA1,97990696,保誠菁華基金,10553121,0.67%,16379410,1.04%,25115141,1.60%,2354549,0.15%,0,0.00%,270,0.00%,54402491,3.47%
AA1,81595924,保誠中小型股基金,12326788,0.71%,19205222,1.10%,27837238,1.60%,2609745,0.15%,0,0.00%,200,0.00%,61979193,3.56%
AD1,83867345,保誠威寶貨幣市場基金,0,0.00%,0,0.00%,22676541,0.05%,11338263,0.03%,0,0.00%,475083,0.00%,34489887,0.08%
AA1,17603899,保誠電通網基金,7908804,0.70%,12232068,1.08%,18196028,1.60%,1705864,0.15%,0,0.00%,330,0.00%,40043094,3.52%
AA2,17611814,保誠歐洲基金,2290775,0.14%,1109993,0.07%,28959558,1.75%,4964507,0.30%,0,0.00%,108047,0.01%,37432880,2.26%
AB1,18036769,保誠理財通基金,6919991,0.14%,11760347,0.24%,60752643,1.22%,6075271,0.12%,0,0.00%,101213,0.00%,85609465,1.72%
AA2,14692623,保誠美國高科技基金,972326,0.21%,132079,0.03%,8041833,1.75%,1286694,0.28%,0,0.00%,7050,0.00%,10439982,2.27%
AB1,99360224,保誠理財通三號基金,760226,0.26%,1098441,0.38%,3500894,1.20%,350095,0.12%,0,0.00%,12881,0.00%,5722537,1.96%
AE23,99967806,保誠質量精選組合基金,2743232,0.10%,32041,0.00%,24290081,0.87%,3615102,0.13%,0,0.00%,0,0.00%,30680456,1.10%
AA2,21704130,保誠印度基金,17713102,0.13%,8565442,0.07%,197596791,1.50%,34250116,0.26%,0,0.00%,504962,0.00%,258630413,1.96%
AA2,48733897,保誠亞太高股息基金,5716532,0.27%,2628175,0.12%,37610367,1.75%,6447497,0.30%,0,0.00%,2788979,0.13%,55191550,2.57%
AE22,48801000,保誠精選傘型基金之債券精選組合基金,1582246,0.04%,144266,0.00%,33724413,0.84%,5194217,0.13%,0,0.00%,0,0.00%,40645142,1.02%
AE21,48801016,保誠精選傘型基金之趨勢精選組合基金,821189,0.17%,5612,0.00%,4675872,0.98%,618875,0.13%,0,0.00%,90,0.00%,6121638,1.29%
AG,48836541,保誠亞太不動產證券化基金,4213089,0.10%,966910,0.02%,71785862,1.75%,10665334,0.26%,0,0.00%,621099,0.02%,88252294,2.15%
AA2,48885958,保誠亞太基礎建設基金,9465100,0.19%,5856405,0.12%,87968115,1.75%,13069544,0.26%,0,0.00%,16556368,0.33%,132915532,2.64%
AA2,10310200,保誠全球綠色金脈基金,638873,0.05%,32954,0.00%,23859563,2.00%,2863152,0.24%,0,0.00%,78461,0.01%,27473003,2.30%
AA2,10357632,保誠非洲基金,4863154,0.32%,2260773,0.15%,30491982,2.00%,4878715,0.32%,0,0.00%,0,0.00%,42494624,2.79%
AA2,25633559,保誠巴西基金,9473446,0.18%,1548520,0.03%,101582772,1.97%,13205760,0.26%,0,0.00%,107778413,2.09%,233588911,4.54%
AC23,26257384,保誠全球高收益債券基金,0,0.00%,0,0.00%,26378382,0.44%,2989547,0.05%,0,0.00%,0,0.00%,29367929,0.49%
AA1,1032183,保德信高成長基金,28847566,0.43%,33205977,0.50%,79967815,1.20%,9995983,0.15%,0,0.00%,209534,0.00%,152226875,2.28%
AA1,92013967,保德信金滿意基金,15688159,0.30%,17422605,0.34%,83141138,1.60%,7794485,0.15%,0,0.00%,9530,0.00%,124055917,2.39%
AA2,92029139,保德信亞太基金,9393736,0.68%,1966347,0.14%,24016565,1.75%,3568180,0.26%,0,0.00%,1198949,0.09%,40143777,2.93%
AD1,97978047,保德信債券基金,0,0.00%,0,0.00%,48095922,0.20%,14363954,0.06%,0,0.00%,221436,0.00%,62681312,0.25%
AA1,97988636,保德信店頭市場基金,14235637,0.44%,17177236,0.53%,52227399,1.60%,4896321,0.15%,0,0.00%,5193,0.00%,88541786,2.71%
AC12,20089122,保德信瑞騰基金,0,0.00%,0,0.00%,13256066,0.30%,3976814,0.09%,0,0.00%,351192,0.01%,17584072,0.40%
AA1,20097447,保德信第一基金,9184218,0.66%,10380214,0.75%,22129611,1.60%,2074662,0.15%,0,0.00%,351439,0.03%,44120144,3.19%
AA1,73990649,保德信科技島基金,14824430,0.59%,16910847,0.67%,40435539,1.60%,3790824,0.15%,0,0.00%,2432,0.00%,75964072,3.01%
AA2,73998065,保德信大中華基金,30465033,0.65%,10206059,0.22%,81877188,1.75%,12164608,0.26%,0,0.00%,2751192,0.06%,137464080,2.94%
AA1,83866508,保德信中小型股基金,13556833,0.41%,15740522,0.47%,53306338,1.60%,4997463,0.15%,0,0.00%,655364,0.02%,88256520,2.65%
AA1,17602625,保德信新世紀基金,4257329,0.31%,4570158,0.33%,22241360,1.60%,2085119,0.15%,0,0.00%,402216,0.03%,33556182,2.41%
AA2,17611791,保德信日韓基金,1061557,0.26%,0,0.00%,7021407,1.75%,1043188,0.26%,0,0.00%,1032049,0.26%,10158201,2.53%
AB1,18044064,保德信金平衡基金,1620356,0.22%,2020425,0.28%,8812430,1.20%,881245,0.12%,0,0.00%,13480,0.00%,13347936,1.82%
AA1,13528977,保德信台商全方位基金,14203694,0.61%,16391384,0.70%,37304798,1.60%,3497339,0.15%,0,0.00%,128567,0.01%,71525782,3.07%
AA2,14692638,保德信全球醫療生化基金,5423070,0.15%,0,0.00%,67224443,1.80%,10083653,0.27%,0,0.00%,16856732,0.45%,99587898,2.67%
AA2,98755451,保德信全球中小基金,3953696,0.42%,0,0.00%,16861713,1.80%,2529254,0.27%,0,0.00%,3002723,0.32%,26347386,2.81%
AE21,99611329,保德信全球組合基金,454678,0.12%,36239,0.01%,3812075,1.00%,495585,0.13%,0,0.00%,560321,0.15%,5358898,1.41%
AE23,99975496,保德信全球平衡組合基金,353821,0.11%,0,0.00%,3340364,1.00%,435082,0.13%,0,0.00%,546884,0.16%,4676151,1.40%
AE22,48688083,保德信全球債券組合基金,0,0.00%,0,0.00%,14694664,1.00%,1917392,0.13%,0,0.00%,14563,0.00%,16626619,1.13%
AA2,48745042,保德信日本基金,1277144,0.27%,0,0.00%,8465978,1.80%,1128794,0.24%,0,0.00%,636514,0.14%,11508430,2.45%
AE23,48803942,保德信新興趨勢組合基金,1305633,0.05%,115928,0.00%,33283766,1.19%,3902817,0.14%,0,0.00%,936459,0.03%,39544603,1.42%
AE23,48844280,保德信歐洲組合基金,104581,0.01%,0,0.00%,9939580,1.00%,1391537,0.14%,0,0.00%,89094,0.01%,11524792,1.16%
AA2,48938250,保德信全球資源基金,17511624,0.45%,0,0.00%,78700714,2.00%,9837592,0.25%,0,0.00%,7528051,0.19%,113577981,2.89%
AA2,48970455,保德信全球基礎建設基金,2558725,0.23%,0,0.00%,19623498,1.80%,2834522,0.26%,0,0.00%,7719134,0.71%,32735879,3.00%
AA2,10307155,保德信全球消費商機基金,1906524,0.22%,0,0.00%,17718888,2.00%,2303455,0.26%,0,0.00%,2620170,0.30%,24549037,2.77%
AA2,25618488,保德信全球優質股息成長基金,7529865,0.38%,0,0.00%,35335936,1.80%,5496689,0.28%,0,0.00%,17697963,0.90%,66060453,3.37%
AA2,25674811,保德信拉丁美洲基金,9986576,0.33%,0,0.00%,43394197,1.42%,6509126,0.21%,0,0.00%,21594250,0.71%,81484149,2.68%
AC21,26263055,保德信新興市場債券基金,0,0.00%,0,0.00%,9315121,0.12%,1424666,0.02%,0,0.00%,6330,0.00%,10746117,0.14%
AA1,77537493,統一統信基金,8833831,0.87%,9737409,0.96%,12122536,1.20%,1515318,0.15%,0,0.00%,282350,0.03%,32491444,3.22%
AA1,1031699,統一全天候基金,16693495,1.32%,18448795,1.46%,15203619,1.20%,2533931,0.20%,0,0.00%,149276,0.01%,53029116,4.19%
AA1,92002244,統一黑馬基金,16954350,1.31%,19041650,1.47%,19462637,1.50%,1816510,0.14%,0,0.00%,168874,0.01%,57444021,4.43%
AA1,92012762,統一龍馬基金,9394146,0.98%,10070195,1.05%,15148194,1.58%,1342247,0.14%,0,0.00%,29617,0.00%,35984399,3.75%
AD1,92017176,統一強棒基金,0,0.00%,0,0.00%,27776927,0.16%,11423077,0.06%,0,0.00%,9813121,0.05%,49013125,0.27%
AA1,97977878,統一中小基金,11038871,0.81%,12104785,0.89%,21685643,1.60%,1761957,0.13%,0,0.00%,29348,0.00%,46620604,3.44%
AA1,81581724,統一經建基金,9650073,1.35%,10197385,1.43%,11410278,1.60%,1069715,0.15%,0,0.00%,188647,0.03%,32516098,4.56%
AA1,73990253,統一奔騰基金,25158806,1.27%,28767203,1.45%,31739419,1.60%,2975567,0.15%,0,0.00%,98230,0.00%,88739225,4.47%
AA1,17605622,統一大滿貫基金,20093960,0.31%,23911101,0.37%,103953217,1.60%,9745611,0.15%,0,0.00%,225414,0.00%,157929303,2.43%
AA2,18030553,統一亞太基金,5113240,0.68%,3462884,0.46%,13112450,1.75%,1948125,0.26%,0,0.00%,91802,0.01%,23728501,3.17%
AE22,48783925,統一全球債券組合基金,0,0.00%,0,0.00%,3385126,0.76%,575983,0.13%,0,0.00%,2559,0.00%,3963668,0.89%
AA2,48863201,統一強漢基金,10462278,0.36%,10282542,0.36%,50494249,1.75%,5770774,0.20%,0,0.00%,62837,0.00%,77072680,2.67%
AA1,48934304,統一台灣動力基金,21249810,1.23%,24388350,1.41%,27643984,1.60%,2591619,0.15%,0,0.00%,56629,0.00%,75930392,4.39%
AA2,25637393,統一大龍印基金,10437761,0.51%,7184609,0.35%,36336068,1.77%,4972302,0.24%,0,0.00%,3856100,0.19%,62786840,3.06%
AA2,26202889,統一大中華中小基金,7495184,0.19%,5917015,0.15%,25287735,0.63%,3652671,0.09%,0,0.00%,295681,0.01%,42648286,1.06%
AA1,974018,富邦富邦基金,12692898,0.30%,17738160,0.42%,50563421,1.20%,6320416,0.15%,0,0.00%,1831586,0.04%,89146481,2.12%
AA1,92002384,富邦精準基金,14334229,0.44%,19875334,0.60%,49305753,1.50%,4930573,0.15%,0,0.00%,142759,0.00%,88588648,2.70%
AA1,92010477,富邦長紅基金,6600941,0.42%,9220249,0.58%,25409760,1.60%,2382188,0.15%,0,0.00%,510,0.00%,43613648,2.75%
AA1,92010770,富邦台灣鳳凰基金,1042741,0.33%,1392995,0.45%,4669460,1.50%,1000000,0.32%,0,0.00%,62472,0.02%,8167668,2.62%
AA1,97974078,富邦冠軍基金,1850868,0.35%,2507383,0.47%,8477143,1.60%,794720,0.15%,0,0.00%,440,0.00%,13630554,2.57%
AD1,97980579,富邦吉祥基金,0,0.00%,0,0.00%,83874357,0.17%,30518715,0.06%,0,0.00%,563045,0.00%,114956117,0.23%
AA1,20089755,富邦精銳中小基金,11686206,0.83%,14542053,1.04%,22425803,1.60%,2102435,0.15%,0,0.00%,640,0.00%,50757137,3.62%
AA1,81585475,富邦高成長基金,11317810,0.61%,14459370,0.78%,29654376,1.60%,2780099,0.15%,0,0.00%,630,0.00%,58212285,3.14%
AA1,83864683,富邦科技基金,1630556,0.31%,2290969,0.43%,8437251,1.60%,790998,0.15%,0,0.00%,410,0.00%,13150184,2.49%
AA1,17148301,富邦台灣心基金,3371933,0.50%,4546055,0.68%,10711399,1.60%,1004211,0.15%,0,0.00%,250,0.00%,19633848,2.93%
AA1,17153795,富邦價值基金,2003678,0.38%,2727213,0.52%,8388493,1.60%,786416,0.15%,0,0.00%,420,0.00%,13906220,2.65%
AA1,17608445,富邦網路基金,1752610,0.36%,2436664,0.50%,7855202,1.60%,736414,0.15%,0,0.00%,320,0.00%,12781210,2.60%
AB1,13999857,富邦福寶基金,596855,0.33%,640183,0.36%,2149615,1.20%,143299,0.08%,0,0.00%,1825,0.00%,3531777,1.97%
AG,99991502,富邦全球不動產基金,3178712,1.06%,0,0.00%,4511979,1.50%,721928,0.24%,0,0.00%,470,0.00%,8413089,2.80%
AH1,48790067,富邦台灣科技指數基金,214084,0.03%,272878,0.04%,2521833,0.40%,220666,0.04%,0,0.00%,525595,0.08%,3755056,0.60%
AA2,48908684,富邦大中華成長基金,7122555,0.60%,1318560,0.11%,20782791,1.75%,3087723,0.26%,0,0.00%,203618,0.02%,32515247,2.74%
AH1,48975156,富邦台灣ETF傘型基金之富邦台灣摩根指數股票型基金,2717883,0.03%,2175046,0.02%,28047195,0.30%,3272174,0.04%,0,0.00%,6352927,0.07%,42565225,0.46%
