類型代號,基金統編,基金名稱,手續費_累積金額,手續費_比率,交易稅_累積金額,交易稅_比率,經理費_累積金額,經理費_比率,保管費_累積金額,保管費_比率,保證費_累積金額,保證費_比率,其他項費用_累積金額,其他項費用_比率,合計_累積金額,合計_比率
AE22,25617919,匯豐雙高收益債券組合基金,202345,0.01%,4003,0.00%,40312138,1.00%,5643696,0.14%,0,0.00%,620,0.00%,46162802,1.15%
AA2,25651866,匯豐黃金及礦業股票型基金,2494421,0.23%,510138,0.05%,19493617,1.80%,2924037,0.27%,0,0.00%,145590,0.01%,25567803,2.36%
AC21,25695077,匯豐資源豐富國家債券基金,0,0.00%,0,0.00%,94590299,1.20%,19706314,0.25%,0,0.00%,3498222,0.04%,117794835,1.49%
AC23,26286281,匯豐亞洲高收益債券基金,0,0.00%,0,0.00%,40331939,1.50%,5915359,0.22%,0,0.00%,6220,0.00%,46253518,1.72%
AA2,26335699,匯豐拉丁美洲基金,2349389,0.30%,110673,0.01%,15768211,2.00%,2365230,0.30%,0,0.00%,124726,0.02%,20718229,2.63%
AC23,26396604,匯豐中國點心高收益債券基金,0,0.00%,0,0.00%,27652610,1.02%,6244193,0.23%,0,0.00%,1530,0.00%,33898333,1.25%
AA1,77537509,元大寶來多元基金,381760,0.05%,537071,0.08%,8394390,1.20%,1049280,0.15%,0,0.00%,264009,0.04%,10626510,1.52%
AA1,974066,元大寶來2001基金,7709592,0.77%,12162841,1.22%,11945912,1.20%,1990995,0.20%,0,0.00%,280,0.00%,33809620,3.39%
AA1,1032058,元大寶來多福基金,14769173,0.26%,23275689,0.42%,83645761,1.50%,8364590,0.15%,0,0.00%,153225,0.00%,130208438,2.34%
AA1,92001765,元大寶來多多基金,8310117,0.60%,13480414,0.98%,24164226,1.75%,2071212,0.15%,0,0.00%,152747,0.01%,48178716,3.49%
AA1,92004566,元大寶來績效基金,8853929,0.75%,14071316,1.19%,17772027,1.50%,1658723,0.14%,0,0.00%,320,0.00%,42356315,3.58%
AD1,92017204,元大寶來得利貨幣市場基金,0,0.00%,0,0.00%,16771350,0.15%,5590450,0.05%,0,0.00%,116336,0.00%,22478136,0.20%
AA1,92026219,元大寶來卓越基金,15902647,0.37%,24001755,0.55%,68868301,1.59%,5202878,0.12%,0,0.00%,410,0.00%,113975991,2.63%
AA1,20080023,元大寶來店頭基金,8046836,0.39%,12875229,0.62%,33344875,1.60%,3126075,0.15%,0,0.00%,527,0.00%,57393542,2.75%
AD1,20081331,元大寶來萬泰貨幣市場基金,0,0.00%,0,0.00%,41795949,0.07%,19405269,0.03%,0,0.00%,747617,0.00%,61948835,0.10%
AA1,81584335,元大寶來高科技基金,18558966,0.49%,29040605,0.76%,61126679,1.60%,5730616,0.15%,0,0.00%,470,0.00%,114457336,3.00%
AA1,83863951,元大寶來經貿基金,8488963,0.39%,13607040,0.63%,34575755,1.60%,3241477,0.15%,0,0.00%,360,0.00%,59913595,2.77%
AA1,17139204,元大寶來新主流基金,10837374,0.20%,16785369,0.31%,87424232,1.60%,8196023,0.15%,0,0.00%,540,0.00%,123243538,2.26%
AA1,17145070,元大寶來矽谷基金,1853455,0.41%,2852289,0.63%,6762045,1.50%,631704,0.14%,0,0.00%,320,0.00%,12099813,2.68%
AA2,17612481,元大寶來全球通訊基金,2354183,0.70%,405992,0.12%,5882396,1.75%,873947,0.26%,0,0.00%,4321,0.00%,9520839,2.83%
AA1,18036281,元大寶來巴菲特基金,7120821,0.52%,11449399,0.84%,21861272,1.60%,2049500,0.15%,0,0.00%,410,0.00%,42481402,3.11%
AD1,13530495,元大寶來得寶貨幣市場基金,0,0.00%,0,0.00%,18097004,0.09%,8872395,0.05%,0,0.00%,218786,0.00%,27188185,0.14%
AB1,98636553,元大寶來雙盈基金,1616511,0.46%,2554480,0.73%,3490454,1.00%,349048,0.10%,0,0.00%,6123,0.00%,8016616,2.29%
AA1,14542287,元大寶來精準中小基金,3473649,0.60%,5442406,0.93%,9331602,1.60%,874819,0.15%,0,0.00%,390,0.00%,19122866,3.28%
AA2,14696466,元大寶來全球成長基金,732234,0.26%,47871,0.02%,4849430,1.75%,720500,0.26%,0,0.00%,6976,0.00%,6357011,2.29%
AH1,98764389,元大寶來台灣卓越50基金,7652736,0.01%,9910421,0.01%,298355348,0.32%,32632608,0.04%,0,0.00%,80016291,0.09%,428567404,0.46%
AI1,99346928,元大寶來台灣加權股價指數基金,7981782,0.16%,14364664,0.28%,35848526,0.70%,5128803,0.10%,0,0.00%,1138663,0.02%,64462438,1.26%
AE23,99967974,元大寶來全球ETF穩健組合基金,6903709,0.82%,35643,0.00%,8359420,0.99%,1178706,0.14%,0,0.00%,1749,0.00%,16479227,1.96%
AG,21718388,元大寶來全球不動產證券化基金,11483300,0.37%,1318230,0.04%,56539153,1.80%,7852659,0.25%,0,0.00%,41264,0.00%,77234606,2.46%
AE23,21752548,元大寶來全球組合基金,868143,0.27%,0,0.00%,3161602,0.99%,481181,0.15%,0,0.00%,2250,0.00%,4513176,1.41%
AA2,48708243,元大寶來亞太成長基金,20209433,0.90%,1805079,0.08%,40512310,1.80%,5851763,0.26%,0,0.00%,2590646,0.12%,70969231,3.15%
AA2,48753324,元大寶來泛歐成長基金,4264880,0.52%,0,0.00%,14734492,1.80%,2128325,0.26%,0,0.00%,176009,0.02%,21303706,2.60%
AE21,48760113,元大寶來全球新興市場精選組合基金,6134071,0.27%,56104,0.00%,26100308,1.17%,2907324,0.13%,0,0.00%,106182,0.00%,35303989,1.58%
AH1,48772770,元大寶來台灣中型100基金,255345,0.03%,403275,0.04%,3610434,0.40%,315921,0.04%,0,0.00%,1347649,0.15%,5932624,0.66%
AE21,48789815,元大寶來全球ETF成長組合基金,5838901,0.66%,184965,0.02%,10221760,1.16%,1229754,0.14%,0,0.00%,3978,0.00%,17479358,1.99%
AA2,48832550,元大寶來亞洲台資企業基金,1938261,0.31%,2098764,0.34%,11154160,1.80%,1549202,0.25%,0,0.00%,190102,0.03%,16930489,2.73%
AC22,48849362,元大寶來全球滿意入息基金,281286,0.04%,0,0.00%,9583554,1.46%,1316850,0.20%,0,0.00%,4503,0.00%,11186193,1.70%
AG,48885346,元大寶來全球地產建設入息基金,8992369,0.53%,0,0.00%,29456687,1.75%,4208086,0.25%,0,0.00%,222792,0.01%,42879934,2.55%
AH1,48903175,元大寶來台灣金融基金,555130,0.01%,945545,0.02%,15284221,0.40%,1337364,0.04%,0,0.00%,3239731,0.08%,21361991,0.56%
AH1,48903180,元大寶來台商收成基金,330151,0.05%,542167,0.08%,2683411,0.40%,234803,0.04%,0,0.00%,1953536,0.29%,5744068,0.86%
AH1,48903196,元大寶來台灣電子科技基金,373748,0.04%,601864,0.07%,3484227,0.40%,304873,0.04%,0,0.00%,695204,0.08%,5459916,0.63%
AA2,48952816,元大寶來全球公用能源效率基金,11628026,0.81%,1308549,0.09%,25802016,1.80%,3727155,0.26%,0,0.00%,341976,0.02%,42807722,2.99%
AH1,48966213,元大寶來台灣高股息基金,1927298,0.10%,3069372,0.16%,7822679,0.40%,684479,0.04%,0,0.00%,1400340,0.07%,14904168,0.76%
AA2,48991043,元大寶來環球關鍵資源基金,998015,0.67%,395688,0.26%,2689162,1.80%,403382,0.27%,0,0.00%,9111,0.01%,4495358,3.01%
AH1,10342511,元大寶來新台灣基金,23483,0.01%,39309,0.02%,936587,0.40%,81953,0.04%,0,0.00%,1568831,0.67%,2650163,1.13%
AA2,10348058,元大寶來全球農業商機基金,3097916,0.35%,96601,0.01%,16547297,1.85%,2415022,0.27%,0,0.00%,354685,0.04%,22511521,2.52%
AA2,25520400,元大寶來新中國基金,9451854,0.88%,0,0.00%,19270645,1.80%,2783538,0.26%,0,0.00%,767375,0.07%,32273412,3.01%
AI2,25591306,元大寶來大中華價值指數基金,646451,0.07%,811927,0.09%,9508377,1.00%,1521345,0.16%,0,0.00%,837256,0.09%,13325356,1.40%
AH2,25610486,元大寶來標智滬深300基金,16410539,0.09%,6484,0.00%,54094921,0.30%,18031626,0.10%,0,0.00%,300060,0.00%,88843630,0.49%
AA2,25622390,元大寶來印度基金,5299503,0.76%,0,0.00%,12489028,1.80%,1942732,0.28%,0,0.00%,1456403,0.21%,21187666,3.05%
AA2,25643156,元大寶來新興亞洲基金,15979640,1.48%,2025614,0.19%,21579214,2.00%,3021092,0.28%,0,0.00%,612489,0.06%,43218049,4.01%
AE22,25638920,元大寶來全球靈活配置債券組合基金,1322542,0.12%,277,0.00%,11157186,0.97%,1488611,0.13%,0,0.00%,2880,0.00%,13971496,1.22%
AA2,25680222,元大寶來新興亞洲龍頭基金,3170008,0.61%,1797137,0.34%,9407137,1.80%,1306551,0.25%,0,0.00%,365880,0.07%,16046713,3.07%
AC21,25684830,元大寶來全球短期收益基金,0,0.00%,0,0.00%,1293434,0.47%,381297,0.14%,0,0.00%,150,0.00%,1674881,0.61%
AI2,26203825,元大寶來印度指數基金,346995,0.06%,216762,0.04%,6882043,1.25%,880896,0.16%,0,0.00%,1151008,0.21%,9477704,1.72%
AI2,26203846,元大寶來印尼指數基金,440097,0.08%,125523,0.02%,7124834,1.25%,911973,0.16%,0,0.00%,322482,0.06%,8924909,1.57%
AI2,26203851,元大寶來巴西指數基金,420605,0.04%,6500,0.00%,14265859,1.25%,2282556,0.20%,0,0.00%,612426,0.05%,17587946,1.54%
AA2,26206323,元大寶來華夏中小基金,42461051,1.76%,2372755,0.10%,43463724,1.80%,6278095,0.26%,0,0.00%,2789810,0.12%,97365435,4.03%
AH1,26282095,元大寶來富盈債券基金,0,0.00%,0,0.00%,513341,0.25%,71863,0.04%,0,0.00%,78671,0.04%,663875,0.32%
AH1,26282102,元大寶來富櫃50基金,402294,0.06%,614524,0.09%,2887228,0.40%,252630,0.04%,0,0.00%,546968,0.08%,4703644,0.65%
AE22,26283518,元大寶來新興市場債券組合基金,275543,0.03%,0,0.00%,15440034,1.43%,1507738,0.14%,0,0.00%,17080,0.00%,17240395,1.60%
AC21,26297576,元大寶來全球國富債券基金,0,0.00%,0,0.00%,11196146,1.20%,2332553,0.25%,0,0.00%,1862179,0.20%,15390878,1.65%
AH1,26306553,元大寶來摩臺基金,32856,0.01%,47394,0.01%,1537377,0.30%,179371,0.04%,0,0.00%,395521,0.08%,2192519,0.43%
AI1,26307568,元大寶來台股指數基金,950571,0.05%,2260746,0.13%,20876846,1.20%,2609617,0.15%,0,0.00%,461975,0.03%,27159755,1.56%
AA2,26326707,元大寶來新興市場ESG策略基金,1072496,0.58%,391476,0.21%,3704117,2.00%,574153,0.31%,0,0.00%,72861,0.04%,5815103,3.14%
AA2,26329535,元大寶來新興消費商機基金,5307755,1.06%,6959,0.00%,10010818,2.00%,1451574,0.29%,0,0.00%,1853695,0.37%,18630801,3.72%
AE22,26387957,元大寶來全球ETF棒組合基金,10936845,0.67%,6459,0.00%,18956332,1.16%,2293829,0.14%,0,0.00%,620,0.00%,32194085,1.96%
AC23,26394367,元大寶來中國高收益點心債券基金,0,0.00%,0,0.00%,4844953,1.00%,1211229,0.25%,0,0.00%,0,0.00%,6056182,1.25%
AB2,31830473,元大寶來中國平衡基金,978213,0.05%,368714,0.02%,19423449,1.03%,3237241,0.17%,0,0.00%,819678,0.04%,24827295,1.31%
AH2,31830488,元大寶來上證50基金,2418628,0.10%,168009,0.01%,20164306,0.82%,1680349,0.07%,0,0.00%,1925661,0.08%,26356953,1.08%
AA1,92019786,景順潛力基金,7263175,0.23%,11517771,0.36%,51390647,1.60%,4496678,0.14%,0,0.00%,360,0.00%,74668631,2.32%
AD1,92025942,景順貨幣市場基金,0,0.00%,0,0.00%,2717532,0.10%,951126,0.04%,0,0.00%,28118,0.00%,3696776,0.14%
AA2,97993482,景順全球科技基金,1671387,0.10%,1618351,0.09%,30416613,1.75%,4345227,0.25%,0,0.00%,261575,0.02%,38313153,2.20%
AA1,73989256,景順台灣科技基金,5432829,0.49%,8376290,0.76%,17718584,1.60%,1550367,0.14%,0,0.00%,42757,0.00%,33120827,2.99%
AA1,17140568,景順主流基金,2361723,0.25%,3711674,0.40%,14835911,1.60%,1298136,0.14%,0,0.00%,330,0.00%,22207774,2.40%
AB1,17606713,景順平衡基金,1120995,0.33%,1772634,0.52%,4091299,1.20%,409136,0.12%,0,0.00%,10039,0.00%,7404103,2.17%
AA2,14687516,景順全球康健基金,247059,0.07%,1618,0.00%,6565648,1.80%,620093,0.17%,0,0.00%,480,0.00%,7434898,2.04%
AA1,15588302,景順台灣精選成長基金,1931964,0.47%,2979110,0.73%,6543907,1.60%,613496,0.15%,0,0.00%,16036,0.00%,12084513,2.95%
AA1,92003102,瀚亞高科技基金,10553598,0.60%,16337220,0.93%,26427586,1.50%,2564210,0.15%,0,0.00%,100290,0.01%,55982904,3.18%
AA1,92012572,瀚亞外銷基金,7944825,0.19%,12036142,0.28%,68340199,1.60%,6406899,0.15%,0,0.00%,347,0.00%,94728412,2.22%
AA1,97978102,瀚亞掌櫃基金,999868,0.30%,1530990,0.46%,5318691,1.60%,432148,0.13%,0,0.00%,400,0.00%,8282097,2.49%
AA1,97990696,瀚亞菁華基金,3909472,0.39%,5958208,0.59%,16093575,1.60%,1508782,0.15%,0,0.00%,420,0.00%,27470457,2.73%
AA1,81595924,瀚亞中小型股基金,5789357,0.50%,8969294,0.77%,18673576,1.60%,1750656,0.15%,0,0.00%,320,0.00%,35183203,3.01%
AD1,83867345,瀚亞威寶貨幣市場基金,0,0.00%,0,0.00%,33196934,0.07%,14227255,0.03%,0,0.00%,695275,0.00%,48119464,0.10%
AA1,17603899,瀚亞電通網基金,4553072,0.54%,7075428,0.84%,13417688,1.60%,1257920,0.15%,0,0.00%,350,0.00%,26304458,3.14%
AA2,17611814,瀚亞歐洲基金,2883026,0.23%,1335974,0.11%,22200579,1.75%,3805819,0.30%,0,0.00%,752,0.00%,30226150,2.38%
AB1,18036769,瀚亞理財通基金,6087588,0.14%,9783501,0.22%,52206904,1.20%,5220687,0.12%,0,0.00%,106542,0.00%,73405222,1.69%
AA2,14692623,瀚亞美國高科技基金,1091072,0.25%,72454,0.02%,7707435,1.75%,1233204,0.28%,0,0.00%,1249,0.00%,10105414,2.29%
AE23,99967806,瀚亞質量精選組合基金,3152990,0.16%,43157,0.00%,18364314,0.96%,2499327,0.13%,0,0.00%,0,0.00%,24059788,1.25%
AA2,21704130,瀚亞印度基金,7029143,0.07%,4190991,0.04%,158631922,1.50%,27496202,0.26%,0,0.00%,337328,0.00%,197685586,1.87%
AA2,48733897,瀚亞亞太高股息基金,1867350,0.13%,1238853,0.08%,25775340,1.75%,4418629,0.30%,0,0.00%,897856,0.06%,34198028,2.32%
AE22,48801000,瀚亞精選傘型基金之債券精選組合基金,4441083,0.09%,28390,0.00%,46731141,0.95%,6402313,0.13%,0,0.00%,0,0.00%,57602927,1.17%
AE21,48801016,瀚亞精選傘型基金之趨勢精選組合基金,215885,0.06%,4384,0.00%,3371586,0.93%,472334,0.13%,0,0.00%,30,0.00%,4064219,1.12%
AG,48836541,瀚亞亞太不動產證券化基金,6241399,0.18%,1512728,0.04%,59873119,1.75%,8895434,0.26%,0,0.00%,104183,0.00%,76626863,2.24%
AA2,48885958,瀚亞亞太基礎建設基金,4427120,0.17%,3341445,0.13%,44877754,1.75%,6667549,0.26%,0,0.00%,1083839,0.04%,60397707,2.36%
AA2,10310200,瀚亞全球綠色金脈基金,133512,0.02%,3551,0.00%,12797881,2.00%,1535751,0.24%,0,0.00%,41145,0.01%,14511840,2.27%
AA2,10357632,瀚亞非洲基金,2009200,0.14%,787286,0.06%,28197780,2.00%,4511647,0.32%,0,0.00%,31184,0.00%,35537097,2.52%
AA2,25633559,瀚亞巴西基金,7868708,0.22%,1252961,0.03%,73085796,2.00%,9501139,0.26%,0,0.00%,16671,0.00%,91725275,2.51%
AC23,26257384,瀚亞全球高收益債券基金,0,0.00%,0,0.00%,149447163,1.50%,16937349,0.17%,0,0.00%,0,0.00%,166384512,1.67%
AA2,26384902,瀚亞中國基金,683757,0.14%,895607,0.18%,8910564,1.80%,1287076,0.26%,0,0.00%,110885,0.02%,11887889,2.40%
AC21,31835499,瀚亞新興亞洲當地貨幣債券基金,0,0.00%,0,0.00%,26662059,0.83%,3832668,0.12%,0,0.00%,3923856,0.12%,34418583,1.07%
AC23,31902573,瀚亞縱橫全球高收益債券基金,0,0.00%,0,0.00%,4400560,0.07%,674750,0.01%,0,0.00%,0,0.00%,5075310,0.09%
AA1,1032183,保德信高成長基金,15078642,0.25%,19498185,0.33%,71611048,1.20%,8951392,0.15%,0,0.00%,190827,0.00%,115330094,1.93%
AA1,92013967,保德信金滿意基金,3662590,0.07%,4234835,0.08%,81702303,1.60%,7659589,0.15%,0,0.00%,615,0.00%,97259932,1.90%
AA2,92029139,保德信亞太基金,7041115,0.48%,4594063,0.32%,25431835,1.75%,3778448,0.26%,0,0.00%,1731035,0.12%,42576496,2.93%
AD1,97978047,保德信貨幣市場基金,0,0.00%,0,0.00%,23103914,0.17%,7001183,0.05%,0,0.00%,112389,0.00%,30217486,0.22%
AA1,97988636,保德信店頭市場基金,6655944,0.29%,9540654,0.42%,36728459,1.60%,3443312,0.15%,0,0.00%,1089,0.00%,56369458,2.46%
AC12,20089122,保德信瑞騰基金,0,0.00%,0,0.00%,9931310,0.30%,2979402,0.09%,0,0.00%,46279,0.00%,12956991,0.39%
AA1,20097447,保德信第一基金,2553831,0.27%,3632022,0.38%,15357874,1.60%,1439786,0.15%,0,0.00%,370,0.00%,22983883,2.39%
AA1,73990649,保德信科技島基金,7022642,0.38%,9909061,0.54%,29296181,1.60%,2746518,0.15%,0,0.00%,260,0.00%,48974662,2.67%
AA2,73998065,保德信大中華基金,15528026,0.47%,13627006,0.42%,57304348,1.75%,8513789,0.26%,0,0.00%,2955548,0.09%,97928717,2.99%
AA1,83866508,保德信中小型股基金,9019263,0.42%,12794871,0.60%,34016023,1.60%,3188996,0.15%,0,0.00%,280712,0.01%,59299865,2.79%
AA1,17602625,保德信新世紀基金,1497760,0.10%,2436057,0.16%,24169713,1.60%,2265915,0.15%,0,0.00%,431,0.00%,30369876,2.01%
AB1,18044064,保德信金平衡基金,803231,0.12%,1179868,0.17%,8192382,1.20%,819236,0.12%,0,0.00%,8689,0.00%,11003406,1.61%
AA1,13528977,保德信台商全方位基金,3997871,0.26%,5681616,0.37%,24275832,1.60%,2275868,0.15%,0,0.00%,370,0.00%,36231557,2.39%
AA2,14692638,保德信全球醫療生化基金,4749966,0.12%,1336673,0.03%,71367642,1.80%,10705151,0.27%,0,0.00%,16301540,0.41%,104460972,2.63%
AA2,98755451,保德信全球中小基金,1635608,0.25%,516383,0.08%,11924828,1.80%,1788729,0.27%,0,0.00%,2076708,0.31%,17942256,2.71%
